feature,VIF
pc1,1.0
pc2,0.9999999999999996
pc3,0.9999999999999993
pc4,1.0000000000000004
pc5,0.9999999999999993
pc6,1.0000000000000004
pc7,1.0000000000000007
pc8,0.9999999999999996
pc9,1.0
pc10,0.9999999999999993
