first_team_all_pro_selections,pro_bowl_selections,number_of_years_as_a_starter,weighted_career_approximate_value,games_played,completions,passes_attempted,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,height,weight,cluster,year,position,player_id,player,team,round,pick,final_year,age,college
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.2298182341840322,0.053766702677234046,-0.2822665798286696,-0.29260626961366343,-0.2656855230931078,-0.19229338408087063,0.0024268468602610476,-0.359487786591207,-0.4139516516308994,-0.4038360446853935,0.7882212947162006,0.4643493575111804,1,2001,QB,2001-109,Sage Rosenfels,WAS,4,109,2010,23,34
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.5828766945407311,-0.5172551361109609,-0.524422524555239,-0.5198310063372547,-0.4740431652199318,-0.5548490988293105,-0.5969345351950244,-0.4958943595376567,-0.5145005077594019,-0.6418939761726333,0.7400683694731258,1,2001,QB,2001-125,Jesse Palmer,NYG,4,125,2003,22,20
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.42990070887985965,-0.2115013794969181,-0.38181034325380686,-0.31725641436989427,-0.35683564215312596,-0.34882104026923794,-0.17590145576040186,-0.1717391946719095,-0.07088484786127554,0.26015073375865677,-0.4035414310244915,-1.4656837262224374,-1,2001,QB,2001-149,Mike McMahon,DET,5,149,2005,22,66
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.4013174982090271,-0.22918591830852825,-0.22188757578391421,-0.18771203660842561,-0.233015736432341,-0.21316373823931958,0.04700892251542677,-0.4202299780945091,-0.46420984581371055,-0.4038360446853935,-0.04601261330228729,-0.2709013410540073,1,2001,QB,2001-155,A.J. Feeley,PHI,5,155,2011,24,61
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-0.34395329473746034,-0.1789950037333589,1,2001,QB,2001-172,Josh Booty,SEA,6,172,0,25,38
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-0.7610702487467043,-0.7304330276572497,1,2001,QB,2001-177,Josh Heupel,MIA,6,177,0,23,59
-0.14982047586544328,-0.33128758367842703,0.8442365303229471,0.6848445072826076,0.9379936432577411,0.535297772236802,0.6016170667559887,0.4623840082039806,0.17293781369198644,0.9386504356187413,1.0596706876223063,0.9331864663561906,0.4814796599066735,0.19233993184585452,0.004817670907938061,0,2002,QB,2002-1,David Carr,HOU,1,1,2012,23,24
-0.14982047586544328,-0.33128758367842703,1.123025690802429,0.2846795578909527,0.7080946387068093,0.5932289788202835,0.7437487524780859,0.4794260397737745,0.31903029280112927,1.2507249652049013,0.1595818498915566,-0.07853283393257288,-0.5145005077594019,0.5498687495680588,-0.7304330276572497,-1,2002,QB,2002-3,Joey Harrington,DET,1,3,2007,23,61
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.2012350235131997,-0.07002506900403696,-0.15171738189406336,-0.10851689068947108,-0.14023919942167862,-0.14011749868474818,0.02471788468784391,-0.36500980400059807,-0.42050706826344003,-0.2931715816113851,-0.34395329473746034,-0.36280767837465583,2,2002,QB,2002-32,Patrick Ramsey,WAS,1,32,2008,23,85
-0.14982047586544328,-0.33128758367842703,0.8442365303229471,0.5419284539284451,1.0794699537506223,0.7237781767548898,0.7935735131555739,0.6942546369066955,0.5172986573063946,1.1838518517221528,0.7449156952870134,0.6906360509521889,0.9241375122027071,0.49028061328102757,-0.1789950037333589,-1,2002,QB,2002-81,Josh McCown,ARI,3,81,2019,23,68
-0.14982047586544328,0.20923426337584866,0.8442365303229471,1.1707590886867598,0.79651733276486,0.5785421940526403,0.6089596630663554,0.5720611491365548,0.42338206359337416,0.5597027925498326,1.4738219933266388,1.389880491756518,1.3667953644987407,-0.7014821124596646,1.1076937187557196,-1,2002,QB,2002-108,David Garrard,JAX,4,108,2010,24,19
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.6005612333523412,-0.5621314229009817,-0.577394112222884,-0.553349358885314,-0.5053486964576053,-0.644013250139642,-0.5914125177856333,-0.5232085955065758,-0.5145005077594019,-0.6418939761726333,2.0267570919622044,-1,2002,QB,2002-117,Rohan Davey,NWE,4,117,2004,24,38
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6536148497871717,-0.5564198954913427,-0.5642823330972293,-0.5474801114982066,-0.5053486964576053,-0.5548490988293105,-0.5251483088729401,-0.4139516516308994,-0.5145005077594019,0.19233993184585452,1.0157873814350713,2,2002,QB,2002-137,Randy Fasani,CAR,5,137,2002,23,74
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6005612333523412,-0.5327578533656954,-0.5275693515453961,-0.5319230702311748,-0.48447834229915626,-0.5102670231741449,-0.5803684829668511,-0.5035423456089541,-0.5145005077594019,-0.4631295673115312,-1.0980583769398435,1,2002,QB,2002-158,Kurt Kittner,ATL,5,158,2003,22,31
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-0.7610702487467043,-1.189964714260492,1,2002,QB,2002-163,Brandon Doman,SFO,5,163,0,25,7
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6005612333523412,-0.5441809081849733,-0.5621844484371246,-0.5311452181678232,-0.4531728110614828,-0.644013250139642,-0.5693244481480688,-0.5057274844864676,-0.5145005077594019,-0.04601261330228729,0.6481620321524774,1,2002,QB,2002-164,Craig Nall,GNB,5,164,2007,23,38
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-0.04601261330228729,0.188630345549235,1,2002,QB,2002-205,Steve Bellisari,STL,6,205,0,22,58
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-1.2377753390429793,-1.0061520396191952,1,2002,QB,2002-232,Jeff Kelly,SEA,7,232,0,23,73
-0.14982047586544328,1.2902779574844,2.7957606536793196,2.457003568874222,2.4942330586794337,2.646931048829058,2.720480573461792,2.710730040409781,2.562593364834394,3.5244108236183536,1.0375826179847418,0.00013216565791412867,0.3708151968326652,1.1457501124384049,0.8319747067937743,-1,2003,QB,2003-1,Carson Palmer,CIN,1,1,2017,23,88
-0.14982047586544328,-0.33128758367842703,0.2866582093639834,0.34184597923261767,0.33671932366299634,0.19015833019718673,0.2544171555086517,0.1851858183550503,0.09989157413741503,0.2922103386188383,0.1319717628446011,-0.06432943122873495,0.5921441229806819,1.3841026575865467,1.6591317426796104,-1,2003,QB,2003-7,Byron Leftwich,JAX,1,7,2012,23,42
-0.14982047586544328,-0.33128758367842703,0.5654473698434652,-0.1440686021715347,0.4605110953442673,0.1338589885878878,0.2093126353163994,0.07197298622542339,-0.004460196654829843,0.5597027925498326,0.3473304418108541,0.107203970656077,-0.2931715816113851,-0.04601261330228729,1.0157873814350713,-1,2003,QB,2003-19,Kyle Boller,BAL,1,19,2011,22,12
-0.14982047586544328,-0.33128758367842703,0.2866582093639834,0.05601387252429274,0.23061209079333547,0.13549085356207038,0.23186489541252553,0.1639716711727342,0.07902121997896605,0.6934490195153298,-0.17726121208130063,-0.40193338780457505,-0.07184265546336836,-1.2377753390429793,-0.5466203530159528,-1,2003,QB,2003-22,Rex Grossman,CHI,1,22,2011,23,20
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6889839274103919,-0.5523402330558862,-0.566380217757334,-0.5500258091600845,-0.5053486964576053,-0.6217222123120592,-0.5914125177856333,-0.462024706936197,-0.5145005077594019,0.31151620441991695,2.3943824412447983,-1,2003,QB,2003-88,Dave Ragone,HOU,3,88,2003,23,41
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.37273428753819465,-0.31760861236657895,-0.3263269341315992,-0.31935429902999907,-0.33915718616786256,-0.38012657150691137,-0.24277456924315044,-0.4423180477320735,-0.46530241525246735,-0.4038360446853935,0.7882212947162006,-0.2709013410540073,1,2003,QB,2003-97,Chris Simms,TAM,3,97,2009,23,78
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.2012350235131997,0.4074574789094369,-0.1868024788389888,-0.1740757863177447,-0.20975088835573436,-0.18185820700164612,-0.2204835314155676,-0.24904743840338495,-0.19762290275706015,-0.4038360446853935,-2.1911855196355297,-2.4766534367495705,-1,2003,QB,2003-110,Seneca Wallace,SEA,4,110,2013,23,34
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.6712993885987818,-0.5564198954913427,-0.5700515159125173,-0.5464901179630318,-0.48447834229915626,-0.5771401366568933,-0.5969345351950244,-0.5188383177515488,-0.5145005077594019,-0.04601261330228729,-0.4547140156953043,2,2003,QB,2003-163,Brian St. Pierre,PIT,5,163,2010,23,10
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.565192155729121,-0.5596836254397078,-0.5768696410578578,-0.5526422206459035,-0.49491351937838074,-0.6217222123120592,-0.6190226048325888,-0.5100977622414946,-0.5145005077594019,0.5498687495680588,0.6481620321524774,1,2003,QB,2003-192,Drew Henson,HOU,6,192,2008,23,46
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.42990070887985965,-0.3529776899897992,-0.39649712802145004,-0.39854944494895356,-0.40216320329934135,-0.41143210274458486,-0.4433939096913962,-0.3981419084569447,-0.3483974853054936,-0.5145005077594019,-1.8336567019133254,-1.6494964008637343,1,2003,QB,2003-200,Brooks Bollinger,NYJ,6,200,2008,23,98
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7066684662220021,-0.5678429503106207,-0.5863101220283292,-0.5583700403851288,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,0.25192806813288576,-0.9142457022985466,1,2003,QB,2003-201,Kliff Kingsbury,NWE,6,201,2005,24,81
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7066684662220021,-0.5678429503106207,-0.5863101220283292,-0.5590771786245394,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,1.741631475308751,1.567225405358962,1,2003,QB,2003-232,Gibran Hamdan,WAS,7,232,2003,22,32
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5442335515631896,-0.44140038404785,-0.39404933056017616,-0.3733748290276965,-0.41234599394685306,-0.42186727982380934,-0.24277456924315044,-0.5638024307386778,-0.49807949841517024,-0.5145005077594019,0.5498687495680588,-0.2709013410540073,1,2003,QB,2003-241,Ken Dorsey,SFO,7,241,2008,22,44
-0.14982047586544328,1.8307998045386757,3.3533389746382833,2.857168518265877,3.4491981545063815,3.425330641514148,3.6708223244892464,3.4727422071985754,3.3139261145385572,4.7949999797905765,1.1148908617162172,0.10174112346229318,0.26015073375865677,1.0265738398643338,-0.1789950037333589,-1,2004,QB,2004-1,Eli Manning,SDG,1,1,2019,23,48
-0.14982047586544328,3.992887192755778,3.632128135117765,3.657498417049187,3.5906744649992626,3.73701685158302,3.6786893919646393,3.9265128154283166,3.887860853895904,4.014813655825177,1.490388045554812,0.13888848438002316,-0.18250711853737675,1.1457501124384049,0.5562556948318289,-1,2004,QB,2004-4,Philip Rivers,NYG,1,4,2020,22,54
-0.14982047586544328,2.911843498647227,4.189706456076729,3.143000624974202,3.679097159057313,3.8700138469789005,3.8407509819577315,3.9723353733421196,3.8565553226582305,4.059395731480342,2.2192943435944374,0.9823520911002449,1.6987887537207658,1.0861619761513737,1.6591317426796104,-1,2004,QB,2004-11,Ben Roethlisberger,PIT,1,11,2021,22,45
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.05831897015903723,0.07145124148884419,-0.10847296007822503,-0.08806251525344971,-0.11612578545777932,-0.16098785284319717,0.11388203599817537,-0.04473279425591417,0.017613276678022354,-0.18250711853737675,-0.4631295673115312,0.09672400822858652,1,2004,QB,2004-22,J.P. Losman,BUF,1,22,2011,23,85
-0.14982047586544328,0.7497561104301244,1.4018148512819109,1.3422583527117549,2.01675051076596,1.1839640994743768,1.168570396149299,1.2412967789146865,0.913835386316925,1.3844711921703985,0.4577707899986761,-0.13206873643165432,-0.07184265546336836,1.503278930160609,1.8429444173209075,-1,2004,QB,2004-90,Matt Schaub,ATL,3,90,2020,23,92
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.37273428753819465,0.3720884012862166,-0.3924174655859936,-0.4006473296090583,-0.3919804126518296,-0.41143210274458486,-0.30964768272589904,-0.43679603032268244,-0.3243609576528448,-0.5145005077594019,0.49028061328102757,-1.373777388901789,-1,2004,QB,2004-106,Luke McCown,CLE,4,106,2015,23,40
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6182457721639514,-0.520518866059326,-0.5207512264000556,-0.5087996498024503,-0.4740431652199318,-0.5102670231741449,-0.5251483088729401,-0.4729504013237647,-0.5145005077594019,0.25192806813288576,0.4643493575111804,2,2004,QB,2004-148,Craig Krenzel,CHI,5,148,2004,23,58
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-0.9398346576078064,1.3834127307176651,1,2004,QB,2004-187,Josh Harris,BAL,6,187,0,21,11
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.4584839195506921,-0.44140038404785,-0.48788156657567444,-0.5055415626142962,-0.4938790329508879,-0.4427376339822583,-0.6217222123120592,-0.45336208255085575,-0.517745748312792,-0.5145005077594019,1.1457501124384049,-2.4766534367495705,-1,2004,QB,2004-193,Jim Sorgi,IND,6,193,2009,23,98
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,0.013575522984743925,0.004817670907938061,1,2004,QB,2004-201,Jeff Smoker,STL,6,201,0,22,47
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.6889839274103919,-0.5425490432107908,-0.5537929097967055,-0.5353880476042864,-0.48447834229915626,-0.5325580610017276,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,1.741631475308751,2.118663429282853,1,2004,QB,2004-202,John Navarre,ARI,7,202,2005,23,46
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6182457721639514,-0.5539720980300689,-0.5637578619322031,-0.5457829797236213,-0.5053486964576053,-0.5548490988293105,-0.5472363785105044,-0.4663949846912241,-0.5145005077594019,0.25192806813288576,0.9238810441144227,1,2004,QB,2004-217,Cody Pickett,SFO,7,217,2005,24,94
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.5728167622340221,-0.6889839274103919,-0.5564198954913427,-0.5731983429026745,-0.5499550953361435,-0.5053486964576053,-0.6217222123120592,-0.5858905003762421,-0.4751355402012782,-0.5145005077594019,-1.2377753390429793,-0.9142457022985466,-1,2004,QB,2004-225,Matt Mauck,DEN,7,225,2005,25,38
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-1.2377753390429793,-1.0980583769398435,1,2004,QB,2004-248,B.J. Symons,HOU,7,248,0,23,81
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.6712993885987818,-0.5670270178235295,-0.5831632950381721,-0.5590771786245394,-0.5053486964576053,-0.644013250139642,-0.5638024307386778,-0.46530241525246735,-0.4038360446853935,-0.4631295673115312,0.7400683694731258,2,2004,QB,2004-250,Bradlee Van Pelt,DEN,7,250,2005,24,16
-0.14982047586544328,1.2902779574844,3.3533389746382833,2.19975467283673,2.3527567481865526,2.0831217002489772,2.1362196956226174,1.9613756481064357,1.5712515423080677,1.78570987306689,2.5782254752048592,2.3273050702098215,1.1454664383507238,0.627333326741201,-0.5466203530159528,-1,2005,QB,2005-1,Alex Smith,SFO,1,1,2020,21,89
10.466030385457396,5.073930886864329,3.3533389746382833,4.057663366440842,3.360775460448331,3.5118194851458244,3.4306145309072518,3.6164326974467964,4.451360416174026,1.6965457217565587,3.345785895110222,3.269099926418152,3.3587556998308914,-0.6418939761726333,0.004817670907938061,-1,2005,QB,2005-24,Aaron Rodgers,GNB,1,24,2023,21,12
-0.14982047586544328,-0.33128758367842703,0.8442365303229471,0.770594139295105,0.8672554880113006,0.6707425650939559,0.7332593291775622,0.6263693659232841,0.40251170943492515,0.6934490195153298,0.7007395560118846,0.7977078559503519,0.1494862706846484,0.9967797717208183,0.6481620321524774,0,2005,QB,2005-25,Jason Campbell,WAS,1,25,2014,23,6
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.37273428753819465,-0.2645549959317485,-0.22678317070646195,-0.23229208563565168,-0.2658269507409899,-0.327950686110789,0.0024268468602610476,-0.22695936876582054,-0.1386241530641949,-0.07184265546336836,0.47836298602361454,0.188630345549235,1,2005,QB,2005-67,Charlie Frye,CLE,3,67,2009,24,0
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.5728167622340221,-0.4590849228594601,-0.42668663004382773,-0.4127101664046607,-0.42387234724924483,-0.4740431652199318,-0.2873566448983162,-0.519626291463549,-0.46420984581371055,-0.5145005077594019,1.819096052481893,0.9238810441144227,1,2005,QB,2005-69,Andrew Walter,OAK,3,69,2008,23,4
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,0.25192806813288576,0.2805366828698835,1,2005,QB,2005-85,David Greene,SEA,3,85,0,22,26
-0.14982047586544328,-0.33128758367842703,0.8442365303229471,0.5419284539284451,0.8142018715764702,0.7474402188805371,0.8350067351926428,0.715893067032658,0.548604188544068,0.8940683599635756,0.07122957134129897,-0.19434519444078988,-0.07184265546336836,0.5498687495680588,0.9238810441144227,0,2005,QB,2005-106,Kyle Orton,CHI,4,106,2014,22,65
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,-1.8336567019133254,-1.8333090755050312,1,2005,QB,2005-121,Stefan Lefors,CAR,4,121,0,23,41
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.4013174982090271,-0.2645549959317485,-0.3255110016445079,-0.3188298278649728,-0.3380964788087467,-0.34882104026923794,-0.35422975838106474,-0.5527583959198956,-0.48059838739506205,-0.5145005077594019,1.1457501124384049,0.188630345549235,1,2005,QB,2005-145,Dan Orlovsky,DET,5,145,2015,22,17
-0.14982047586544328,0.20923426337584866,0.2866582093639834,0.05601387252429274,0.6550410222719789,0.17302374796826966,0.2906056658954587,0.20965280143865486,0.120761928295864,0.7826131708256613,-0.06129884648408748,-0.2708250551537633,0.03882180761064002,1.819096052481893,1.751038080000259,-1,2005,QB,2005-213,Derek Anderson,BAL,6,213,2018,22,62
-0.14982047586544328,-0.33128758367842703,-0.5497092720744622,-0.6013999729048546,-0.7243530050336122,-0.568658882797712,-0.5873590643583816,-0.5595721753921268,-0.5053486964576053,-0.644013250139642,-0.6245446222419799,-0.517745748312792,-0.5145005077594019,0.10295772741529922,-0.4547140156953043,1,2005,QB,2005-229,James Kilian,KAN,7,229,0,24,86
-0.14982047586544328,0.20923426337584866,1.123025690802429,0.7420109286242725,1.1678926478086729,0.718882581832342,0.8197970714068833,0.6784854541678406,0.5799097197817414,1.1838518517221528,0.8553560434748355,0.6021379264128911,0.03882180761064002,0.5498687495680588,0.188630345549235,0,2005,QB,2005-230,Matt Cassel,NWE,7,230,2018,23,88
-0.14982047586544328,0.7497561104301244,0.5654473698434652,0.34184597923261767,0.33671932366299634,0.04737014495621116,0.09655133483576879,0.07430654241547817,-0.02533055081327882,0.492829679067084,0.9326642872063109,1.0763130628333266,0.8134730491286987,0.907397567290263,0.5562556948318289,-1,2006,QB,2006-3,Vince Young,TEN,1,3,2011,23,78
-0.14982047586544328,-0.33128758367842703,-0.2709201115949803,-0.25840144485486466,-0.14076322425047752,-0.27002759252230024,-0.2511730475765945,-0.2721204810717437,-0.34882104026923794,-0.17590145576040186,-0.36500980400059807,-0.42050706826344003,-0.2931715816113851,1.0742443488939606,0.004817670907938061,1,2006,QB,2006-10,Matt Leinart,ARI,1,10,2012,23,88
-0.14982047586544328,0.20923426337584866,2.2381823327203563,1.85675614478674,1.9813814331427395,1.918303337856537,1.9930390675704681,1.924816601128911,1.8634365005263533,2.9225528022736165,1.5069540977829854,1.3199560476760852,0.4814796599066735,0.10295772741529922,0.2805366828698835,-1,2006,QB,2006-11,Jay Cutler,DEN,1,11,2017,23,91
